Precision_90,Recall_90,F1_Score_90,Precision_99,Recall_99,F1_Score_99,Precision_99.9,Recall_99.9,F1_Score_99.9
0.35892857142857143,0.6261682242990654,0.45629965947786605,0.9464285714285714,0.16510903426791276,0.28116710875331563,1.0,0.018691588785046728,0.03669724770642202
0.375,0.6363636363636364,0.47191011235955055,0.9821428571428571,0.16666666666666666,0.2849740932642487,1.0,0.01818181818181818,0.03571428571428571
0.36964285714285716,0.6448598130841121,0.4699205448354143,0.9285714285714286,0.16199376947040497,0.27586206896551724,1.0,0.018691588785046728,0.03669724770642202
0.3625,0.6207951070336392,0.4577226606538895,0.9464285714285714,0.1620795107033639,0.27676240208877284,1.0,0.01834862385321101,0.036036036036036036
0.35,0.6343042071197411,0.45109321058688145,0.9464285714285714,0.1715210355987055,0.29041095890410956,1.0,0.019417475728155338,0.0380952380952381
0.33214285714285713,0.6058631921824105,0.4290657439446367,0.9642857142857143,0.1758957654723127,0.2975206611570248,1.0,0.019543973941368076,0.038338658146964855
0.35714285714285715,0.6191950464396285,0.45300113250283125,0.9642857142857143,0.16718266253869968,0.2849604221635884,1.0,0.018575851393188854,0.0364741641337386
0.3982142857142857,0.6501457725947521,0.4939091915836102,0.9464285714285714,0.15451895043731778,0.2656641604010025,1.0,0.01749271137026239,0.034383954154727794
0.37857142857142856,0.6463414634146342,0.4774774774774775,0.9464285714285714,0.16158536585365854,0.2760416666666667,1.0,0.018292682926829267,0.03592814371257485
0.36607142857142855,0.6426332288401254,0.4664391353811149,0.9464285714285714,0.16614420062695925,0.2826666666666667,1.0,0.018808777429467086,0.036923076923076927
0.3267857142857143,0.6,0.423121387283237,0.9464285714285714,0.1737704918032787,0.29362880886426596,1.0,0.019672131147540985,0.03858520900321544
0.3357142857142857,0.6084142394822006,0.4326812428078251,0.9107142857142857,0.1650485436893204,0.27945205479452057,1.0,0.019417475728155338,0.0380952380952381
0.35535714285714287,0.6567656765676567,0.46118192352259557,0.9642857142857143,0.1782178217821782,0.3008356545961003,1.0,0.019801980198019802,0.038834951456310676
0.3625,0.632398753894081,0.4608399545970488,0.9642857142857143,0.16822429906542055,0.2864721485411141,1.0,0.018691588785046728,0.03669724770642202
0.3535714285714286,0.6149068322981367,0.4489795918367347,0.9642857142857143,0.16770186335403728,0.2857142857142857,1.0,0.018633540372670808,0.036585365853658534
0.3464285714285714,0.6178343949044586,0.4439359267734554,0.9107142857142857,0.1624203821656051,0.2756756756756757,1.0,0.01910828025477707,0.0375
0.33035714285714285,0.6208053691275168,0.43123543123543123,0.9464285714285714,0.17785234899328858,0.2994350282485876,1.0,0.020134228187919462,0.039473684210526314
0.38571428571428573,0.6084507042253521,0.4721311475409836,0.9642857142857143,0.15211267605633802,0.26277372262773724,1.0,0.016901408450704224,0.0332409972299169
0.3607142857142857,0.6121212121212121,0.45393258426966293,1.0,0.1696969696969697,0.29015544041450775,1.0,0.01818181818181818,0.03571428571428571
0.3375,0.5887850467289719,0.42905788876276957,0.9821428571428571,0.17133956386292834,0.2917771883289125,1.0,0.018691588785046728,0.03669724770642202
0.3196428571428571,0.613013698630137,0.42018779342723006,0.9642857142857143,0.18493150684931506,0.3103448275862069,1.0,0.02054794520547945,0.040268456375838924
0.3339285714285714,0.6111111111111112,0.43187066974595845,0.9464285714285714,0.17320261437908496,0.292817679558011,1.0,0.0196078431372549,0.038461538461538464
0.3357142857142857,0.6287625418060201,0.43771827706635624,0.9642857142857143,0.1806020066889632,0.30422535211267604,1.0,0.020066889632107024,0.03934426229508197
0.3517857142857143,0.6273885350318471,0.45080091533180777,1.0,0.17834394904458598,0.3027027027027027,1.0,0.01910828025477707,0.0375
0.325,0.6046511627906976,0.42276422764227645,0.9642857142857143,0.17940199335548174,0.3025210084033613,1.0,0.019933554817275746,0.03908794788273615
0.35,0.6302250803858521,0.4500574052812859,0.9285714285714286,0.16720257234726688,0.28337874659400547,1.0,0.01929260450160772,0.03785488958990536
0.3607142857142857,0.6253869969040248,0.4575311438278596,0.9464285714285714,0.16408668730650156,0.2796833773087071,1.0,0.018575851393188854,0.0364741641337386
