AUC,AP
0.8734655352113012,0.6270056960206422
0.8582577702201795,0.5905659258582145
0.85859950409791,0.5873551884358176
0.8575348761760571,0.6050487668415314
0.8697621892611912,0.6258289795309526
0.8538827362682669,0.6152779345134964
0.874726541974475,0.6305390021512767
0.8629323377158825,0.6280766562093761
0.8594316014267815,0.6049811192864798
0.8681040013546937,0.6358115437570586
0.859124008704415,0.5799640974187578
0.8653602254969257,0.6206017268099688
0.8438171025149321,0.5666740429225594
0.864863785544515,0.6158965684796237
0.8673102131576078,0.6072533752789516
0.8469803737357089,0.5761509627416147
0.8473332493471987,0.6038623679130865
0.8576993021830494,0.5982903695093065
0.8530771595048295,0.5990580768376764
0.8451730309689927,0.5837693370780047
0.8635399451694469,0.6056106609000292
0.8674712659774684,0.6203024934661038
0.8437153017342642,0.570545767298667
0.8509096855071674,0.6130099784270953
0.852154156046243,0.591366657343101
0.8607475321041093,0.6225297336408763
0.8561591228604855,0.5981053499391278
0.8629297441276652,0.6142378109394164
0.8614251224817742,0.6048063061494918
0.8496714915857365,0.5818772463625123
0.8739164453717755,0.6233738008771966
0.8539083871055909,0.5828104839774919
0.8663645271925526,0.6190964746142529
0.8567542449637711,0.6014657591337813
0.8545589369470546,0.5985125058155255
0.8602387885986315,0.5932864253688981
0.8628996382119016,0.6110467941947872
0.8609628997315861,0.6151706240216767
0.863706853111615,0.609459977320583
0.8505047245282271,0.5904665694680209
0.8737166579660428,0.6375170682886715
0.8560952200713745,0.6058328427727603
0.8610175736961452,0.5961039342759553
0.8411505208650979,0.5635647087538275
0.8489269095295247,0.5870636902922161
0.8578761449599299,0.5939975869896194
0.8696876793980775,0.6267693521149201
0.8600340470471629,0.6079564803625893
0.855750900986343,0.5936032355503357
0.8447479921583507,0.5960595808719141
0.8612344816528471,0.6144605685668628
0.8701864459861319,0.6157253564953661
0.8673215488513897,0.6102576301812717
0.8583019745810444,0.5934862891831869
0.8525412036476089,0.5689738131658437
0.8593811547631387,0.6003702558063889
0.8835017189932537,0.6460226995691923
0.8511248510732141,0.588054215901657
0.8665909491066796,0.6266366923321539
0.8536448454097117,0.6093346215370457
0.8550437846948036,0.5888773934806381
0.868324695173988,0.605552504167444
0.871688852954259,0.6182073089926734
0.8632237532749187,0.6170488485288895
0.8704820534918332,0.6195414093003865
0.8372785706976904,0.5591917000406805
0.8456085257677073,0.5699412485914165
0.8659889510622154,0.6024374051518311
0.8589059159477925,0.6018108433612258
0.8585900581776293,0.623777975482834
0.8496374297857471,0.6079012158572905
0.8567090486887933,0.6106136737303376
0.8649435306976871,0.597108777277294
0.8703377337898247,0.610757697017815
0.8553791708853544,0.6006336894591511
0.8735589063714063,0.6430777920222527
0.8632916192643154,0.602774706055848
0.8574003795066413,0.5956124976960959
0.8477842469386072,0.57976076686705
0.8710746173858875,0.629667545686847
0.8611232046807873,0.6083294250388148
0.8569752931923259,0.6051612089813662
0.8643368783993784,0.6066340861750276
0.8555540515745177,0.6055647817662155
0.8646281997632074,0.6071827933682132
0.8475403502226648,0.5987226663530795
0.8543172308862685,0.5890273291684551
0.8597234362859363,0.6029835648072797
0.860769252012619,0.6073276308220967
0.8709429372078963,0.624375224642284
0.843422072887051,0.5723104841209649
0.8497736391058297,0.5790363517611988
0.8531330073607739,0.5954376854827015
0.8456710775976483,0.5820161747691364
0.8451440964232322,0.5693049373022607
0.8511369776985878,0.5961221536185679
0.8597003393980412,0.5897268553774411
0.8480160986130287,0.5888838168339994
0.8545580350028591,0.584508543194239
0.8456512189764991,0.5698010490227781
