AUC,AP
0.8524134132457363,0.6474080134856279
0.8467660477854158,0.6077916736834541
0.8475971308992136,0.6195080140357153
0.840958431058258,0.6078228560934231
0.8481542666346675,0.617364007302905
0.8401123727541127,0.5911561524988701
0.8423966095592579,0.6136527524417038
0.8447636579836767,0.6082269341826877
0.8446990591650512,0.6141346886893598
0.8459477281041244,0.6143133498806463
0.8443066491098208,0.6154995609857751
0.8433002156708809,0.6134594338132228
0.8579586737517738,0.6292253018878841
0.8438326432560773,0.6120523250474734
0.8576587075088787,0.6516649736509637
0.8427291745506897,0.6065082256779626
0.8333285344082926,0.5768835805716048
0.8476303068300068,0.6279520212910386
0.8437603982527094,0.6232484702697855
0.8535050278086096,0.6376012146253474
0.8493100731623277,0.5962016513921654
0.8721150153953295,0.6482255733141211
0.8480685743549408,0.6080431759042522
0.8344967193706188,0.6048793008212633
0.852491293025007,0.6099363596849383
0.8464040060468632,0.597559259251981
0.8259917998992166,0.6027576137379664
0.8471696416977155,0.6061659815360922
0.8498968731952807,0.6340720895054791
0.8518613901050162,0.6131430897865526
0.8633672345822232,0.6454571643819167
0.8520021083611785,0.6237790074268407
0.8317084433292384,0.6006328394306055
0.8518686241014961,0.6229894624258893
0.8518094578384499,0.6226402419102686
0.8499072600078865,0.6262632374074512
0.8551783640166666,0.6462443244234259
0.8566529929870196,0.6380412861095824
0.850186328058061,0.5992010057566554
0.8561071926868159,0.6484472267538421
0.8473478877842732,0.6060309204246872
0.8450540813882472,0.6074779625507453
0.8358370697083436,0.6172060915363266
0.8507218020940299,0.6092138905909533
0.8474798957979387,0.6143575374618396
0.8430891280184681,0.6194959904000383
0.8529899396672289,0.6304451510036873
0.8428406117780736,0.5889883086257361
0.8590781364705654,0.6093017963536723
0.8411655478643085,0.6053312853364475
0.8554244430647193,0.6377598533537935
0.8457095932934477,0.6072954239498706
0.8394080114773286,0.6216775547152864
0.851335176736675,0.614522903781892
0.8480833848825695,0.6423683364060225
0.8518410960403576,0.6223055989647507
0.8492443621723984,0.6242665918547847
0.8547091105530156,0.6362066160300823
0.8412997958359834,0.5948492102021519
0.8495176732811752,0.639351577789934
0.842582632619965,0.5940580317977001
0.8566917861560308,0.6522066475635111
0.8350858343045843,0.6045816864344482
0.8481125034809245,0.613249016723015
0.8558446641643908,0.6353034602398644
0.8532233986707538,0.6163607597461688
0.8424399562660049,0.6125208071683851
0.8506747439508764,0.6159319916933147
0.8408060135177815,0.6077354837745846
0.851017233641732,0.6220450208623085
0.8574349155918058,0.625483756190954
0.8523583187645689,0.6130688219201953
0.8481779342576797,0.6332599538980728
0.8614408649135432,0.635916626980184
0.844584730182762,0.6052267474598617
0.8485438783900439,0.6213251677812434
0.8521894258651468,0.6202444416163477
0.8544812738781813,0.6292437227605439
0.861949081342364,0.6537448549594334
0.8509539327828542,0.591331446146658
0.8552736194885427,0.6231418804987062
0.8580192851133592,0.6354086320474656
0.8444648063004478,0.612685406291932
0.846590698330032,0.6041785949000219
0.8467417622490397,0.6191486395990382
0.855494523315294,0.6375309315531554
0.8607783276271922,0.6531472117824986
0.840313474129621,0.6315389385234543
0.8505017689602069,0.6073906570646312
0.8400955328755215,0.6022176852732727
0.8581941809137116,0.6358104556179818
0.8369876651126651,0.6106906682993118
0.8418148839979427,0.5991461927351655
0.8421571484071484,0.601584840020234
0.8467464926719501,0.6244316814987108
0.8417774296865006,0.6114655274564391
0.8474299176848752,0.6164659876765162
0.8454832798796839,0.6094686755656594
0.8735582642277123,0.6633045109532373
0.8522387021237801,0.6197846458136764
