Precision_90,Recall_90,F1_Score_90,Precision_99,Recall_99,F1_Score_99,Precision_99.9,Recall_99.9,F1_Score_99.9
0.35892857142857143,0.6442307692307693,0.4610091743119266,0.9821428571428571,0.1762820512820513,0.29891304347826086,1.0,0.019230769230769232,0.03773584905660377
0.38571428571428573,0.6792452830188679,0.4920273348519362,1.0,0.1761006289308176,0.2994652406417112,1.0,0.018867924528301886,0.037037037037037035
0.3607142857142857,0.6579804560260586,0.4659746251441753,1.0,0.18241042345276873,0.3085399449035813,1.0,0.019543973941368076,0.038338658146964855
0.375,0.6542056074766355,0.4767309875141884,1.0,0.17445482866043613,0.29708222811671087,1.0,0.018691588785046728,0.03669724770642202
0.37857142857142856,0.6625,0.4818181818181818,1.0,0.178125,0.30238726790450926,1.0,0.01875,0.03680981595092025
0.36607142857142855,0.6655844155844156,0.47235023041474655,1.0,0.18181818181818182,0.3076923076923077,1.0,0.01948051948051948,0.03821656050955414
0.375,0.6796116504854369,0.48331415420023016,1.0,0.18122977346278318,0.30684931506849317,1.0,0.019417475728155338,0.0380952380952381
0.3892857142857143,0.6749226006191951,0.49377123442808607,1.0,0.17337461300309598,0.2955145118733509,1.0,0.018575851393188854,0.0364741641337386
0.38392857142857145,0.6697819314641744,0.4880817253121453,1.0,0.17757009345794392,0.30158730158730157,1.0,0.018691588785046728,0.03669724770642202
0.38035714285714284,0.6574074074074074,0.4819004524886878,1.0,0.1728395061728395,0.29473684210526313,1.0,0.018518518518518517,0.03636363636363636
0.3875,0.640117994100295,0.4827586206896552,1.0,0.168141592920354,0.2878787878787879,1.0,0.017699115044247787,0.034782608695652174
0.3678571428571429,0.6560509554140127,0.47139588100686497,1.0,0.17834394904458598,0.3027027027027027,1.0,0.01910828025477707,0.0375
0.3767857142857143,0.6806451612903226,0.4850574712643678,1.0,0.18064516129032257,0.30601092896174864,1.0,0.01935483870967742,0.0379746835443038
0.38035714285714284,0.641566265060241,0.47757847533632286,1.0,0.1716867469879518,0.2930591259640103,1.0,0.018072289156626505,0.03550295857988166
0.37142857142857144,0.6439628482972136,0.4711211778029445,1.0,0.17337461300309598,0.2955145118733509,1.0,0.018575851393188854,0.0364741641337386
0.3625,0.6677631578947368,0.4699074074074074,1.0,0.18421052631578946,0.3111111111111111,1.0,0.019736842105263157,0.03870967741935484
0.3464285714285714,0.6510067114093959,0.4522144522144522,1.0,0.18791946308724833,0.3163841807909605,1.0,0.020134228187919462,0.039473684210526314
0.3464285714285714,0.6339869281045751,0.44803695150115475,1.0,0.1830065359477124,0.30939226519337015,1.0,0.0196078431372549,0.038461538461538464
0.39464285714285713,0.6696969696969697,0.4966292134831461,1.0,0.1696969696969697,0.29015544041450775,1.0,0.021212121212121213,0.04154302670623145
0.3464285714285714,0.627831715210356,0.44649021864211735,1.0,0.18122977346278318,0.30684931506849317,1.0,0.019417475728155338,0.0380952380952381
0.35,0.6644067796610169,0.4584795321637427,1.0,0.18983050847457628,0.3190883190883191,1.0,0.020338983050847456,0.03986710963455149
0.35892857142857143,0.6677740863787376,0.46689895470383275,1.0,0.18604651162790697,0.3137254901960784,1.0,0.023255813953488372,0.045454545454545456
0.36428571428571427,0.6517571884984026,0.46735395189003437,1.0,0.17891373801916932,0.3035230352303523,1.0,0.019169329073482427,0.03761755485893417
0.38035714285714284,0.6635514018691588,0.48354143019296253,1.0,0.17445482866043613,0.29708222811671087,1.0,0.018691588785046728,0.03669724770642202
0.38035714285714284,0.6574074074074074,0.4819004524886878,1.0,0.1728395061728395,0.29473684210526313,1.0,0.018518518518518517,0.03636363636363636
0.3892857142857143,0.6526946107784432,0.48769574944071586,1.0,0.16766467065868262,0.28717948717948716,1.0,0.017964071856287425,0.03529411764705882
0.3517857142857143,0.6677966101694915,0.4608187134502924,1.0,0.18983050847457628,0.3190883190883191,1.0,0.020338983050847456,0.03986710963455149
0.37857142857142856,0.6625,0.4818181818181818,1.0,0.175,0.2978723404255319,1.0,0.01875,0.03680981595092025
0.3625,0.6265432098765432,0.4592760180995475,1.0,0.1728395061728395,0.29473684210526313,1.0,0.018518518518518517,0.03636363636363636
0.3678571428571429,0.622356495468278,0.4624017957351291,1.0,0.17220543806646527,0.29381443298969073,1.0,0.01812688821752266,0.03560830860534125
0.3357142857142857,0.6123778501628665,0.43367935409457903,1.0,0.18241042345276873,0.3085399449035813,1.0,0.019543973941368076,0.038338658146964855
0.37142857142857144,0.6479750778816199,0.47219069239500566,1.0,0.17445482866043613,0.29708222811671087,1.0,0.018691588785046728,0.03669724770642202
0.3410714285714286,0.6366666666666667,0.4441860465116279,1.0,0.18666666666666668,0.3146067415730337,1.0,0.02,0.0392156862745098
0.35535714285714287,0.6503267973856209,0.45958429561200925,1.0,0.1830065359477124,0.30939226519337015,1.0,0.0196078431372549,0.038461538461538464
0.37142857142857144,0.6540880503144654,0.47380410022779046,1.0,0.1761006289308176,0.2994652406417112,1.0,0.018867924528301886,0.037037037037037035
0.3410714285714286,0.6303630363036303,0.4426419466975666,0.9642857142857143,0.1782178217821782,0.3008356545961003,1.0,0.019801980198019802,0.038834951456310676
0.4035714285714286,0.6890243902439024,0.509009009009009,1.0,0.17073170731707318,0.2916666666666667,1.0,0.018292682926829267,0.03592814371257485
0.36964285714285716,0.6408668730650154,0.46885617214043035,1.0,0.17337461300309598,0.2955145118733509,1.0,0.018575851393188854,0.0364741641337386
0.3875,0.6615853658536586,0.48873873873873874,1.0,0.17073170731707318,0.2916666666666667,1.0,0.018292682926829267,0.03592814371257485
0.3375,0.6096774193548387,0.43448275862068964,0.9821428571428571,0.1774193548387097,0.3005464480874317,1.0,0.01935483870967742,0.0379746835443038
0.36964285714285716,0.6655948553054662,0.4753157290470723,1.0,0.18006430868167203,0.30517711171662126,1.0,0.01929260450160772,0.03785488958990536
0.3410714285714286,0.6496598639455783,0.44730679156908665,1.0,0.19047619047619047,0.32,1.0,0.02040816326530612,0.04
0.38571428571428573,0.6585365853658537,0.4864864864864865,1.0,0.17073170731707318,0.2916666666666667,1.0,0.018292682926829267,0.03592814371257485
0.36607142857142855,0.6466876971608833,0.467502850627138,1.0,0.17665615141955837,0.3002680965147453,1.0,0.01892744479495268,0.03715170278637771
0.38392857142857145,0.6456456456456456,0.48152295632698766,1.0,0.16816816816816818,0.2879177377892031,1.0,0.018018018018018018,0.035398230088495575
0.38035714285714284,0.6339285714285714,0.47544642857142855,1.0,0.16666666666666666,0.2857142857142857,1.0,0.017857142857142856,0.03508771929824561
0.40535714285714286,0.6696165191740413,0.5050055617352615,1.0,0.16519174041297935,0.28354430379746837,1.0,0.017699115044247787,0.034782608695652174
0.39107142857142857,0.6596385542168675,0.4910313901345291,1.0,0.1686746987951807,0.28865979381443296,1.0,0.018072289156626505,0.03550295857988166
0.36607142857142855,0.6487341772151899,0.4680365296803653,1.0,0.17721518987341772,0.3010752688172043,1.0,0.0189873417721519,0.037267080745341616
0.3875,0.6458333333333334,0.484375,1.0,0.16666666666666666,0.2857142857142857,1.0,0.017857142857142856,0.03508771929824561
0.375,0.658307210031348,0.4778156996587031,1.0,0.1755485893416928,0.2986666666666667,1.0,0.018808777429467086,0.036923076923076927
0.3767857142857143,0.6614420062695925,0.4800910125142207,1.0,0.1755485893416928,0.2986666666666667,1.0,0.018808777429467086,0.036923076923076927
0.3535714285714286,0.6644295302013423,0.46153846153846156,1.0,0.18791946308724833,0.3163841807909605,1.0,0.020134228187919462,0.039473684210526314
0.3875,0.6636085626911316,0.48928974069898534,1.0,0.1712538226299694,0.2924281984334204,1.0,0.01834862385321101,0.036036036036036036
0.375,0.660377358490566,0.4783599088838269,1.0,0.1761006289308176,0.2994652406417112,1.0,0.018867924528301886,0.037037037037037035
0.3464285714285714,0.6531986531986532,0.45274212368728123,1.0,0.18855218855218855,0.31728045325779036,1.0,0.020202020202020204,0.039603960396039604
0.38392857142857145,0.6437125748502994,0.4809843400447427,1.0,0.16766467065868262,0.28717948717948716,1.0,0.017964071856287425,0.03529411764705882
0.35,0.6282051282051282,0.44954128440366975,1.0,0.1794871794871795,0.30434782608695654,1.0,0.019230769230769232,0.03773584905660377
0.3875,0.6676923076923077,0.4903954802259887,1.0,0.1723076923076923,0.29396325459317585,1.0,0.018461538461538463,0.03625377643504532
0.3410714285714286,0.6409395973154363,0.44522144522144524,1.0,0.18791946308724833,0.3163841807909605,1.0,0.02348993288590604,0.04590163934426229
0.37857142857142856,0.6347305389221557,0.4742729306487696,1.0,0.16766467065868262,0.28717948717948716,1.0,0.017964071856287425,0.03529411764705882
0.39285714285714285,0.6528189910979229,0.49052396878483834,1.0,0.1661721068249258,0.28498727735368956,1.0,0.017804154302670624,0.03498542274052478
0.3625,0.66996699669967,0.4704519119351101,1.0,0.1848184818481848,0.31197771587743733,1.0,0.019801980198019802,0.038834951456310676
0.36607142857142855,0.6366459627329193,0.46485260770975056,1.0,0.17391304347826086,0.2962962962962963,1.0,0.018633540372670808,0.036585365853658534
0.37142857142857144,0.6479750778816199,0.47219069239500566,1.0,0.17445482866043613,0.29708222811671087,1.0,0.018691588785046728,0.03669724770642202
0.3678571428571429,0.653968253968254,0.47085714285714286,1.0,0.17777777777777778,0.3018867924528302,1.0,0.01904761904761905,0.037383177570093455
0.39107142857142857,0.6886792452830188,0.4988610478359909,1.0,0.1761006289308176,0.2994652406417112,1.0,0.018867924528301886,0.037037037037037035
