AUC,AP
0.86823684533697,0.5372120412792539
0.8758001099157368,0.5588979214400152
0.8761120334737671,0.5194808213408098
0.8660151420810887,0.5359189229526506
0.8619780030138768,0.5135993877110431
0.8754923211705594,0.57111866741885
0.8775016255828215,0.5136415167808647
0.8764251870241181,0.5627991011536837
0.869215563702715,0.5161084681961501
0.8787409330900177,0.5505783571366143
0.8780437634914245,0.5346727959052207
0.8862789813759027,0.579271426180467
0.8623633873139414,0.5255897428919664
0.8730656466168857,0.5447747584485794
0.8612581240620154,0.512900671889038
0.8861341862179006,0.5561906483332855
0.8656037538850039,0.528857514232406
0.8661351726969007,0.5502937616446062
0.8873174159403172,0.5934558261153193
0.8713778116267352,0.537793150752514
0.8698604016918206,0.5177651119066286
0.8691838379890315,0.49332653934616094
0.8738348001352045,0.5310814612214722
0.8678406742647788,0.5547675894899966
0.8700166181479605,0.530820509091607
0.8809896575793624,0.5463416910730052
0.8755205251582507,0.5427201732933139
0.8920143698940846,0.5733742047126639
0.8682510244623373,0.5230778689556198
0.8612330839732772,0.5155753188839219
0.8738743598254932,0.5417427225972872
0.8684092459160835,0.5186051241954155
0.8670195390688709,0.5592491543749132
0.8917142811281461,0.586224576640567
0.870640141502872,0.552696435590092
0.878535135653341,0.555496615743076
0.8663538497711154,0.5172426622469952
0.8737768564753309,0.5471936273259521
0.8597009711851208,0.5409929769651012
0.8807861644531403,0.5803437888457619
0.8701883345930965,0.5587798052766331
0.8737674806583748,0.5626385772248633
0.8754905584213287,0.5222504602512624
0.8628144679793615,0.5396949679127928
0.8616386967200053,0.5253213548655027
0.8762298804936668,0.5828352930527679
0.8653245025191741,0.5583038040841543
0.8800599322463316,0.542665821276056
0.8770092662632376,0.5132471169670566
0.8863510032477511,0.5608474967392113
0.8677269907777265,0.5176966510476695
0.8816717272065395,0.5743562160568729
0.8627460465544844,0.5179453545813002
0.8696600959024959,0.5501970218643527
0.8796223350955392,0.5623684476123202
0.8659462354445251,0.5193523497543161
0.8689580398843503,0.5438839499744896
0.8603502884686476,0.512503763493538
0.8782270908501036,0.5775816997964631
0.8776252355952249,0.5520530630752865
0.8835449735449736,0.5385580505503093
0.8730675294119006,0.5406983493249311
0.8727218860647369,0.5596623988607479
0.8802623057465054,0.5333159451263667
0.8739193786755852,0.5671128750039448
0.8769333686666623,0.5484993825763362
0.8932031853889159,0.57803050825071
0.8867984363869863,0.5806014791055568
0.8723294270365582,0.5405286902702312
0.8566969468900053,0.47807756039132937
0.8769671247682194,0.5436281672118788
0.8742670860751919,0.530747048954521
0.8731422074230488,0.534223045457382
0.8681824569796821,0.5236434487225641
0.8693231819791004,0.5355196373459614
0.8736168558843005,0.5367877147311662
0.8789936499721316,0.5743601962435214
0.8802945318570319,0.5794948997043211
0.8776587995337994,0.5413393959261242
0.8631537493292185,0.5481960186087028
0.8865373672230653,0.5826698955170304
0.8803517360677922,0.561105387433432
0.8773509545504513,0.540206927651395
0.8741641471403376,0.514376251423404
0.8561749581658951,0.5208823927414526
0.8697245477896692,0.5646762568156144
0.8697764940830064,0.5637226288832178
0.8859142134476646,0.5792739868795602
0.8786300505050505,0.5795174727705901
0.8815000846683505,0.5678240701935207
0.8787660422874543,0.5409257825989906
0.8613199916306034,0.4977753273686747
0.8627134949426774,0.5193745572186144
0.8625180480591407,0.5421391132437688
0.8784427389078553,0.5471008286566581
0.8706559173217556,0.5245005811745864
0.8772058541480074,0.5490148602222534
0.875336199631127,0.5220069194098436
0.8752232557690497,0.5413487529775279
0.8918648942138785,0.5870828329666262
