AUC,AP
0.8703713062236702,0.6667521848507965
0.8729107483774735,0.6485583748589521
0.874250985577632,0.6742093827237993
0.8659781724751611,0.6653313061731237
0.8633204673922212,0.6361609913544921
0.8719006588889487,0.6643078219489507
0.8645150501057615,0.6416370101311996
0.8779487792844648,0.6838484319321664
0.8728041189759741,0.6739883420228588
0.8802828410004992,0.6599794572587736
0.8563148279324466,0.6295657096820017
0.8857650361040422,0.6917479484801831
0.8660607532782384,0.6449222713494378
0.8589813985706805,0.6437291738541505
0.8673537234042552,0.6526913780070812
0.8713188131792782,0.6519552609691524
0.8692879738087269,0.6574105392844186
0.8675515181609732,0.6617721811646968
0.8635859100690906,0.6394754161338907
0.8765130103807899,0.6778020510334462
0.8642214423454276,0.6499109028473954
0.8898809154422217,0.7023941570734468
0.8665015063644773,0.6392075616881369
0.8698349117799689,0.6855171938542993
0.8631747309407289,0.6427245529561215
0.8690629074930809,0.6588387878535339
0.8726372127242109,0.6685329568663497
0.8633899352892538,0.6515486152440051
0.859886076517111,0.6380224052039166
0.8585997499454291,0.6369696975843883
0.8769831879525057,0.6749156744338383
0.8672647326189236,0.6621531244792807
0.8724361152495709,0.6551556997355554
0.8715185361993761,0.6766480250135528
0.8725508497869806,0.6694607936391155
0.8824810342872352,0.6835104447458402
0.8781747573752846,0.6589086020317924
0.8608641579780851,0.6555672665769537
0.8729516119460341,0.6595390536690108
0.8689515146593032,0.6498389128713167
0.8636772687645885,0.6380812118746938
0.8770023665107973,0.6820866564566102
0.8651308124844537,0.6557586053599779
0.8710626436015342,0.6595882062127326
0.8527392879468434,0.6404313289305056
0.8547594907842551,0.6353623169684618
0.8660176117930241,0.6377590353686704
0.8697211890407088,0.6450862254269231
0.8779562778980634,0.663493252484454
0.863521141660919,0.6481475894946038
0.8890224244331892,0.6754248994011651
0.8703317649220217,0.6503956640415786
0.8710342608780108,0.6628923884818746
0.8773546706263665,0.6483957080081092
0.8698900264345488,0.6574231678965662
0.8676915715207763,0.6311523230358508
0.8807892511050168,0.6832422279284963
0.8617464327963663,0.6391053895310906
0.8874011201636287,0.6660849172924326
0.860786461891729,0.6513004975025172
0.8591365344065742,0.6259209741207507
0.8794802785285629,0.6923918334118785
0.8629167796150718,0.6372943839228019
0.8692338743477597,0.6488984253118323
0.8718421228336243,0.6749949086271768
0.8656364539685217,0.6662842715536337
0.8819072346085599,0.6730142568806011
0.8770833381875628,0.6672171551397815
0.8711711527507996,0.6684858963587916
0.8873464209401709,0.6723718302484233
0.8562179113245875,0.6153401855280074
0.867742524779898,0.6651008420240224
0.8731213615706818,0.6512248527364273
0.8716207813888518,0.6451763446070823
0.8678462455442658,0.6433002262487871
0.8756672623777025,0.6682157158842074
0.8744400131118879,0.6665521174687983
0.8651749498951856,0.649817046614889
0.8595515858031508,0.6386225286600938
0.8644969159237698,0.6523035639638015
0.8750911187200687,0.6566473886796199
0.8778202706325751,0.6483629167968088
0.8672889225812566,0.6561610869433108
0.8747978666231611,0.6587118582526086
0.8699097445662691,0.6673191669610743
0.8857551219216935,0.6996059344432688
0.8692112487269936,0.6334980975898531
0.864361898765273,0.6528074984610819
0.852505969297511,0.6187682205670817
0.8723539980092389,0.6653927524079435
0.8662186052541635,0.6604718857347791
0.8789068623875971,0.68204866682772
0.8573239779896321,0.6214834852287494
0.8648365377545302,0.6419241921166996
0.8636377898402938,0.6473486598598878
0.8635138967247236,0.6540454031143815
0.859660912004662,0.6238140673873451
0.8646547311325403,0.6403049962195446
0.8864436945578643,0.6902244337813476
0.8855814569157346,0.6777322889479502
