Precision_90,Recall_90,F1_Score_90,Precision_99,Recall_99,F1_Score_99,Precision_99.9,Recall_99.9,F1_Score_99.9
0.36607142857142855,0.6591639871382636,0.4707233065442021,1.0,0.18006430868167203,0.30517711171662126,1.0,0.01929260450160772,0.03785488958990536
0.3607142857142857,0.643312101910828,0.4622425629290618,1.0,0.17834394904458598,0.3027027027027027,1.0,0.01910828025477707,0.0375
0.3678571428571429,0.6688311688311688,0.47465437788018433,1.0,0.18181818181818182,0.3076923076923077,1.0,0.01948051948051948,0.03821656050955414
0.37142857142857144,0.6459627329192547,0.47165532879818595,1.0,0.17391304347826086,0.2962962962962963,1.0,0.018633540372670808,0.036585365853658534
0.36428571428571427,0.6296296296296297,0.46153846153846156,1.0,0.1728395061728395,0.29473684210526313,1.0,0.018518518518518517,0.03636363636363636
0.3678571428571429,0.65814696485623,0.47193585337915234,1.0,0.17891373801916932,0.3035230352303523,1.0,0.019169329073482427,0.03761755485893417
0.35,0.6343042071197411,0.45109321058688145,1.0,0.18122977346278318,0.30684931506849317,1.0,0.019417475728155338,0.0380952380952381
0.3821428571428571,0.6750788643533123,0.4880273660205245,1.0,0.17665615141955837,0.3002680965147453,1.0,0.01892744479495268,0.03715170278637771
0.38571428571428573,0.6666666666666666,0.48868778280542985,1.0,0.1728395061728395,0.29473684210526313,1.0,0.018518518518518517,0.03636363636363636
0.3464285714285714,0.6531986531986532,0.45274212368728123,1.0,0.18855218855218855,0.31728045325779036,1.0,0.020202020202020204,0.039603960396039604
0.3535714285714286,0.6226415094339622,0.4510250569476082,1.0,0.1761006289308176,0.2994652406417112,1.0,0.018867924528301886,0.037037037037037035
0.39285714285714285,0.6811145510835913,0.4983012457531144,1.0,0.17337461300309598,0.2955145118733509,1.0,0.018575851393188854,0.0364741641337386
0.3625,0.632398753894081,0.4608399545970488,1.0,0.17445482866043613,0.29708222811671087,1.0,0.018691588785046728,0.03669724770642202
0.35714285714285715,0.6369426751592356,0.4576659038901602,1.0,0.17834394904458598,0.3027027027027027,1.0,0.01910828025477707,0.0375
0.38035714285714284,0.649390243902439,0.4797297297297297,1.0,0.17073170731707318,0.2916666666666667,1.0,0.018292682926829267,0.03592814371257485
